"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"00E736A4/57/0";"Replace Tool";"替换工具";;
"00E736A4/56/0";"Squiggly Tool";"波浪线工具";;
"00E736A4/63/0";"Color Button 1";"颜色按钮 1";;
"00E736A4/64/0";"Color Button 2";"颜色按钮 2";;
"00E736A4/65/0";"Color Button 3";"颜色按钮 3";;
"00E736A4/66/0";"Color Button 4";"颜色按钮 4";;
"00E736A4/74/0";"Exit Tool Button";"退出工具按钮";;
"00E736A4/67/0";"More Colors Button";"更多颜色按钮";;
"00E736A4/69/0";"Keep tool checkbox";"保持工具勾选框";;
"00772885/130/0";"resource.h";"resource.h";;
"00772885/131/0";"afxres.h";"afxres.h";;
"00772885/3/0";"PDF Summary";"PDF 摘要";;
"00772885/5/0";"Layout";"布局";;
"00772885/7/0";"Document and comments with connector lines on separate pa&ges";"单个页面上包含连接线的文档和注释(&G)";"G";"G"
"00772885/8/0";"Document and comments with connector lines on singl&e pages";"单独页面上包含连接线的文档和注释(&E)";"E";"E"
"00772885/9/0";"&Comments only";"仅注释(&C)";"C";"C"
"00772885/10/0";"Document and comments with se&quence numbers on separate pages";"单个页面上包含顺序编号的文档和注释(&Q)";"Q";"Q"
"00772885/11/0";"Document and comments with seq&uence numbers on single pages";"单独页面上包含顺序编号的文档和注释(&U)";"U";"U"
"00772885/12/0";"Comment &Type:";"注释类型(&T)：";"T";"T"
"00772885/14/0";"Paper Si&ze:";"页面大小(&Z)：";"Z";"Z"
"00772885/16/0";"Font &Size:";"字号(&S)：";"S";"S"
"00772885/18/0";"S&ort comments by:";"注释排序(&O)：";"O";"O"
"00772885/20/0";"Include Pages";"页面范围";;
"00772885/21/0";"&All pages";"所有页面(&A)";"A";"A"
"00772885/22/0";"&Visible pages";"可见页面(&V)";"V";"V"
"00772885/23/0";"&From";"从(&F)";"F";"F"
"00772885/36/0";"to";"到";;
"00772885/26/0";"Pages containing &no comments";"包含无注释的页面(&N)";"N";"N"
"00772885/27/0";"Connector Line";"连接线";;
"00772885/28/0";"Co&lor:";"颜色(&L)：";"L";"L"
"00772885/30/0";"Op&acity:";"不透明度(&A):";"A";"A"
"00772885/32/0";"%";"%";;
"00772885/34/0";"OK";"确定";;
"00772885/35/0";"Cancel";"取消";;
"00772885/120/0";"Comment summary plugin allows users to create comment summary from ""Summarize Comments"".";"小结注释插件允许用户通过“小结注释”为文档中的注释创建生成小结文件。";;
"00772885/121/0";"13.0.0.526";"13.0.0.526";;
"00772885/122/0";"CommentsSummary";"小结注释";;
"00772885/123/0";"Copyright ? 2014-2026 Foxit Software Inc. All Rights Reserved.";"2014-2026 福昕软件 版权所有。";;
"00772885/124/0";"CommentsSummary.DLL";"CommentsSummary.DLL";;
"00772885/125/0";"CommentsSummary Dynamic Link Library";"小结注释动态链接库";;
"00772885/126/0";"13.0.0.526";"13.0.0.526";;
"00772885/37/0";"A0";"A0";;
"00772885/38/0";"A1";"A1";;
"00772885/39/0";"A2";"A2";;
"00772885/40/0";"A3";"A3";;
"00772885/41/0";"A4";"A4";;
"00772885/42/0";"A5";"A5";;
"00772885/43/0";"A6";"A6";;
"00772885/44/0";"9X11";"9X11";;
"00772885/46/0";"10X11";"10X11";;
"00772885/47/0";"10X14";"10X14";;
"00772885/48/0";"11X17";"11X17";;
"00772885/49/0";"12X11";"12X11";;
"00772885/50/0";"15X11";"15X11";;
"00772885/51/0";"Letter";"信纸";;
"00772885/52/0";"Legal";"法律专用纸";;
"00772885/53/0";"Screen";"屏幕";;
"00772885/54/0";"Tabloid";"新闻稿";;
"00772885/55/0";"Ledger";"帐薄";;
"00772885/56/0";"Statement";"Statement";;
"00772885/57/0";"Executive";"行政公文纸";;
"00772885/58/0";"Folio";"对开";;
"00772885/59/0";"Quarto";"四开";;
"00772885/60/0";"ANSI C";"ANSI C";;
"00772885/61/0";"ANSI D";"ANSI D";;
"00772885/62/0";"ANSI E";"ANSI E";;
"00772885/63/0";"ANSI F";"ANSI F";;
"00772885/64/0";"ARCH A";"ARCH A";;
"00772885/65/0";"ARCH B";"ARCH B";;
"00772885/66/0";"ARCH C";"ARCH C";;
"00772885/67/0";"ARCH D";"ARCH D";;
"00772885/68/0";"ARCH E";"ARCH E";;
"00772885/69/0";"ARCH E1";"ARCH E1";;
"00772885/70/0";"ARCH E2";"ARCH E2";;
"00772885/71/0";"ARCH E3";"ARCH E3";;
"00772885/72/0";"B5 (ISO)";"B5 (ISO)";;
"00772885/73/0";"B4 (ISO)";"B4 (ISO)";;
"00772885/74/0";"B2 (ISO)";"B2 (ISO)";;
"00772885/75/0";"B1 (ISO)";"B1 (ISO)";;
"00772885/76/0";"B5 (JIS)";"B5 (JIS)";;
"00772885/77/0";"B4 (JIS)";"B4 (JIS)";;
"00772885/78/0";"B3 (JIS)";"B3 (JIS)";;
"00772885/79/0";"B2 (JIS)";"B2 (JIS)";;
"00772885/80/0";"B1 (JIS)";"B1 (JIS)";;
"00772885/81/0";"B0 (JIS)";"B0 (JIS)";;
"00772885/82/0";"No comments were found in the selected page range.";"所选取的页面中没有发现任何注释。";;
"00772885/83/0";"Author";"作者";;
"00772885/84/0";"Date";"日期";;
"00772885/85/0";"Page";"页面";;
"00772885/86/0";"Type";"类型";;
"00772885/89/0";"All";"全部";;
"00772885/90/0";"Text";"文本";;
"00772885/91/0";"Free Text";"自由文本";;
"00772885/92/0";"Line";"线条";;
"00772885/93/0";"Square";"正方形";;
"00772885/94/0";"Circle";"圆形";;
"00772885/95/0";"Polygon";"多边形";;
"00772885/96/0";"Polyline";"折线";;
"00772885/97/0";"Highlight";"高亮";;
"00772885/98/0";"Underline";"下划线";;
"00772885/99/0";"Squiggly";"波浪线";;
"00772885/100/0";"Strikeout";"删除线";;
"00772885/101/0";"Stamp";"图章";;
"00772885/102/0";"Caret";"插入标记";;
"00772885/103/0";"Ink";"墨水";;
"00772885/104/0";"File Attachment";"文件附件";;
"00772885/105/0";"Comments Data";"注释数据";;
"00772885/106/0";"Create a new PDF file summarizing all comments in the current document";"创建一个新的PDF文件，小结当前文档中的所有注释";;
"00772885/107/0";"Author: ";"作者： ";;
"00772885/108/0";"Type: ";"类型： ";;
"00772885/109/0";"Date: ";"日期： ";;
"00772885/110/0";"Small";"小";;
"00772885/111/0";"Medium";"中";;
"00772885/112/0";"Large";"大";;
"00772885/113/0";"Summary of comments";"注释概要";;
"00772885/114/0";"Summary of Comments on %s";"%s的注释概要";;
"00772885/115/0";"Page:";"页面：";;
"00772885/116/0";"No Comments.";"没有注释。";;
"00772885/117/0";"Number: ";"编号：";;
"00772885/118/0";"Subject: ";"主题： ";;
"00772885/119/0";"Summarize Comments";"小结注释";;
"007526C3/251/0";"resource.h";"resource.h";;
"007526C3/252/0";"afxres.h";"afxres.h";;
"007526C3/138/0";"Compare PDF plugin is used to compare the difference between files.\r\n";"PDF比较插件用于比较文件之间的不同。\r\n";;
"007526C3/139/0";"12.1.0.1";"12.1.0.1";;
"007526C3/140/0";"Compare plugin";"比较插件";;
"007526C3/141/0";"Copyright ? 2012-2026 Foxit Software Inc. All Rights Reserved.";"2012-2026 福昕软件 版权所有。";;
"007526C3/142/0";"Compare plugin";"比较插件";;
"007526C3/143/0";"Compare plugin";"比较插件";;
"007526C3/144/0";"12.1.0.1";"12.1.0.1";;
"01CF581B/262/0";"resource.h";"resource.h";;
"01CF581B/263/0";"afxres.h";"afxres.h";;
"01CF581B/264/0";"verrsrc.h";"verrsrc.h";;
"01CF581B/5/0";"Connect";"互联";;
"01CF581B/6/0";"Create ConnectedPDF";"创建互联PDF";;
"01CF581B/7/0";"Convert to cPDF";"转换为cPDF";;
"01CF581B/8/0";"Clone Document";"克隆文档";;
"01CF581B/9/0";"Convert your documents to ConnectedPDF for protection, tracking, and more";"将您的文档转换为互联PDF以便于保护，追踪等";;
"01CF581B/10/0";"Clone the current document to create a new cPDF document with a clear history";"克隆当前文档，创建一个不包含任何历史记录的新cPDF文档";;
"01CF581B/11/0";"Document Homepage";"文档主页";;
"01CF581B/12/0";"Document Homepage";"文档主页";;
"01CF581B/13/0";"Open the homepage of this document";"打开该文档的主页";;
"01CF581B/14/0";"The ConnectedPDF service is not running. The application will be restarted to repair the service.";"互联PDF服务未运行。程序将进行重启以修复该服务。";;
"01CF581B/15/0";"Document Locator";"文档定位器";;
"01CF581B/160/0";"_cloned";"_已克隆";;
"01CF581B/161/0";"Do you want to change the way to display ConnectedPDF webpages? The current setting is opening with %s. It can be changed from File> Preferences> ConnectedPDF. (Please upgrade to IE10 or higher version)";"您是否想要更改显示互联PDF网页的方式？当前设置的是使用%s打开。您可以通过文件->偏好设置->互联PDF进行更改。（请升级到IE10或者更高版本）";;
"01CF581B/18/0";"Please log in.";"请登录。";;
"01CF581B/19/0";", or click on ""Copy Link"" for a download link to the latest version.";"，或者点击“复制链接”获取一个最新版本的下载链接。";;
"01CF581B/20/0";"Failed to clone this ConnectedPDF document. Please try again.";"无法克隆该互联PDF文档。请重试。";;
"01CF581B/265/0";"On the My cPDFs page, you can manage the attributes of all your cPDF documents either on cloud or not.";"在“我的cPDF”页面上，您可以管理所有cPDF文档的属性（无论其是否在云端）。";;
"01CF581B/266/0";"My cPDFs";"我的cPDF";;
"01CF581B/267/0";"My cPDFs";"我的cPDF";;
"01CF581B/21/0";"Get cPDF document.";"获取cPDF文档。";;
"01CF581B/22/0";"Register New Version";"注册新版本";;
"01CF581B/23/0";"Register New Version";"注册新版本";;
"01CF581B/24/0";"Register the current file as a new ConnectedPDF version, and send update notifications to users";"将当前文件注册为一个新的互联PDF版本并发送更新通知给用户";;
"01CF581B/25/0";"ConnectedPDF";"互联PDF";;
"01CF581B/26/0";"Connected Review";"互联审阅";;
"01CF581B/27/0";"End";"结束";;
"01CF581B/28/0";"Start Review";"发起审阅";;
"01CF581B/29/0";"Start a Connected Review, allowing annotations to be shared between users automaticaly";"启动一次同他人的互联审阅，允许用户间的注释共享。";;
"01CF581B/30/0";"Start";"启动";;
"01CF581B/31/0";"Join";"加入";;
"01CF581B/32/0";"Setting";"设置";;
"01CF581B/33/0";"Could not connect to the local server.";"无法连接到本地服务器。";;
"01CF581B/34/0";"Leave";"离开";;
"01CF581B/35/0";"End";"结束";;
"01CF581B/36/0";"End the Connected Review of this document";"结束该文档的互联审阅。";;
"01CF581B/37/0";"The ConnectedPDF document has been cloned successfully.";"该互联PDF文档克隆成功。";;
"01CF581B/38/0";"Personal Homepage";"个人主页";;
"01CF581B/39/0";"Open your ConnectedPDF personal homepage.";"打开您的互联PDF个人主页。";;
"01CF581B/162/0";"Login information is invalid, please sign in again.";"登录信息不合法，请重新登录。";;
"01CF581B/41/0";"Successfully added notification mark.";"通知标记添加成功。";;
"01CF581B/53/0";"Add a notification mark to this document";"为该文档添加通知标记";;
"01CF581B/78/0";"The ConnectedPDF server is currently initiating. Please try again later.";"互联服务器正在初始化。请稍后重试。";;
"01CF581B/79/0";"Failed to initiate ConnectedPDF server. Please restart your application and try again.";"无法初始化互联PDF服务器。请重启您的应用程序，然后重试。";;
"01CF581B/42/0";"Document Info";"文档信息";;
"01CF581B/43/0";"Version History";"版本记录";;
"01CF581B/44/0";"Version History";"版本记录";;
"01CF581B/45/0";"Display the version history of this document";"显示文档的版本历史记录";;
"01CF581B/46/0";"Related People";"关系人";;
"01CF581B/47/0";"Related People";"关系人";;
"01CF581B/48/0";"Show the people that have viewed or edited this document";"显示正在查看或者编辑文档的人员";;
"01CF581B/49/0";"Doc Homepage of %s";"%s文档主页";;
"01CF581B/50/0";"The Document Homepage is not available while signed out. It will be closed.";"退出登录时，文档主页不可用。现在它将关闭。";;
"01CF581B/51/0";"Upload File";"上传文件";;
"01CF581B/52/0";"Add Notification Mark";"添加通知标记";;
"01CF581B/250/0";"The ConnectedPDF server is currently initiating.";"互联PDF服务器正在初始化";;
"01CF581B/54/0";"Add a notification mark to this document";"为该文档添加通知标记";;
"01CF581B/55/0";"Hide";"隐藏";;
"01CF581B/56/0";"Dashboard";"仪表板";;
"01CF581B/57/0";"Dashboard";"仪表板";;
"01CF581B/58/0";"Error: Document ID is empty.";"错误：文档ID为空。";;
"01CF581B/244/0";"Open Notifications";"打开通知";;
"01CF581B/60/0";"Error: Document ID does not exist on the server";"错误：文档ID在服务器上不存在。";;
"01CF581B/61/0";"This document has already been marked by its owner.";"该文档已经被它的所有者标记。";;
"01CF581B/62/0";"This file has been updated. Please contact [%s] for a copy of the latest version, or click on ""Copy Link"" to copy download link to the latest version to your clipboard.";"该文件已经更新。请联系[%s]获取最新版本的副本，或者点击“复制链接”复制最新版本的下载链接到您的剪贴板。";;
"01CF581B/63/0";"Please save the file before registering a new version. Do you want to save it now?";"请在注册新版本之前先保存文件。您是否想要现在进行保存？";;
"01CF581B/64/0";"Copy Link";"复制链接";;
"01CF581B/65/0";"When you clone a document, it creates a brand new ConnectedPDF document with its own new document homepage. Cloning does not change the document content. Do you want to continue?";"当您克隆一个文档时，它在自己新的主页上创建了一个新的互联PDF文档的分支。克隆不会改变文档的内容。您是否想要继续？";;
"01CF581B/268/0";"If you want to use 'My cPDFs', please click on your avatar in the upper right corner, log into your account and try again.";"如果您想使用“我的cPDF”，请点击右上角您的头像，登录您的账户并重试。";;
"01CF581B/269/0";"We detected that you had logged into multiple server accounts. If you want to use 'My cPDFs' to manage cPDFs on a specific server, please click on your avatar in the upper right corner, select the specific account, and set it as default and try again.";"我们检测到您已登录多个服务器账户。如果您想使用“我的cPDF”管理特定服务器上的cPDF，请点击右上角您的头像，选择特定账户，并将其设置为默认后重试。";;
"01CF581B/237/0";"Failed to convert to ConnectedPDF document. Please try again later.";"转换互联PDF文档失败。请稍后重试。";;
"01CF581B/163/0";"The link has been copied on your clipboard.";"该链接已经复制到剪贴板。";;
"01CF581B/231/0";"Failed to download, try again now? ";"下载失败，现在进行重试？ ";;
"01CF581B/232/0";"Nothing to see here...";"无法查看任何内容...";;
"01CF581B/238/0";"Failed to register new version. The file may be read-only or opened by another user.";"注册新版本失败。该文件可能为只读文件或者已经被其他用户打开。";;
"01CF581B/247/0";"Welcome to Foxit";"欢迎使用福昕PDF";;
"01CF581B/251/0";"CPDF Document(*.cpdf)|*.cpdf|";"CPDF文档(*.cpdf)|*.cpdf|";;
"01CF581B/248/0";"The JS Plugin (%s) is disabled. \r\nYou can click Help -> Foxit Plug-ins to enable plug-ins.";"JS插件(%s)无响应。\r\n您可以通过点击 帮助->福昕插件 启用插件。";;
"01CF581B/249/0";"Cannot connect to server. Please check your network and try again.";"无法连接到服务器。请检查您的网络后重试。";;
"01CF581B/252/0";"The specific server (%s) doesn't provide the ConnectedPDF service.";"特定服务器(%s)不提供互联PDF服务。";;
"01CF581B/66/0";"Join";"加入";;
"01CF581B/67/0";"Join a Connected Review with other people, allowing all comments to be synchronized automatically";"点击加入同其他人的互联审阅，其允许自动同步所有注释。";;
"01CF581B/68/0";"Leave";"离开";;
"01CF581B/69/0";"Leave the Connected Review and stop sharing comments with other reviewers";"离开互联审阅并停止同其他审阅者共享注释。";;
"01CF581B/70/0";"Tutorials";"教程";;
"01CF581B/71/0";"Tutorials";"教程";;
"01CF581B/72/0";"Learn more about ConnectedPDF";"了解更多关于互联PDF的功能";;
"01CF581B/73/0";"Email has been sent successfully.";"邮件已经发送成功。";;
"01CF581B/74/0";"Send Email";"发送邮件";;
"01CF581B/75/0";"Don't show again";"不再显示";;
"01CF581B/76/0";"FPCSDK.dll is not available. Please reinstall %s.";"FPCSDK.dll不可用。请重新安装%s。";;
"01CF581B/77/0";"Click to view more info about this Connected Review on the document homepage";"在文档主页上点击以查看关于互联审阅的更多信息";;
"01CF581B/164/0";"Foxit ConnectedPDF service can not locate the file %s%[1] requested by %s%[2]. You might have moved or deleted the file. You can manually search your file storage and send the file to %s%[3].";"福昕互联PDF服务无法定位到文件%s%[2]所请求的%s%[1] 。您可能已经移动或者删除了该文件。您可以手动检索您的文档存储并将文件发送给%s%[3]。";;
"01CF581B/165/0";"Open web page within %s (Please upgrade to IE10 or higher version)";"在%s中打开网页（请升级到IE10或更高版本）";;
"01CF581B/166/0";"Open web page within %s (Please upgrade to IE10 or higher version)";"在%s中打开网页（请升级到IE10或者更高版本）";;
"01CF581B/167/0";"The Browser plugin which is used to display the webpages in application is disabled, please enable it and try again.";"用于在应用程序中显示网页的浏览器插件被禁用，请启用后重新进行尝试。";;
"01CF581B/168/0";"Download";"下载";;
"01CF581B/169/0";"You don't have permission to register a new version for the current document. Please contact the document owner(%s) to change the settings in Document Homepage > Permissions > Document Option Permissions.";"您没有权限为当前文档注册新版本。 请联系文档所有者(%s) 通过文档主页 > 权限 > 文档权限选项更改设置。";;
"01CF581B/170/0";"You don't have permission to register a new version of the current document.";"您没有权限为当前文档注册新版本。";;
"01CF581B/171/0";"Configure Open Message";"配置打开消息";;
"01CF581B/172/0";"Configure Open Message";"配置打开消息";;
"01CF581B/173/0";"Click to configure or call back open message which will be received once viewers open this document.";"点击配置或者撤回查看者打开该文件就会接收到的打开消息。";;
"01CF581B/174/0";"You have changed the ownership of  this document to other, you cannot configure open message now.";"您已经把该文档的所有权更改为其他人，您现在不能配置打开消息。";;
"01CF581B/175/0";"Open Message";"打开消息";;
"01CF581B/176/0";"Update Notification";"更新通知";;
"01CF581B/199/0";"LocalService.dll is not availalbe. Please reinstall %s.";"LocalService.dll不可用。请重新安装%s。";;
"01CF581B/201/0";"A file with same file name has been in the download list, please change the file name or choose another folder. ";"下载列表中已存在一个同名文件，请修改文件名称或选择另一个文件夹。 ";;
"01CF581B/202/0";"Download File";"下载文件";;
"01CF581B/203/0";"File &Name:";"文件名(&N)：";;
"01CF581B/204/0";"&Folder:";"文件夹(&F)：";;
"01CF581B/205/0";"Open";"打开";;
"01CF581B/206/0";"Save";"保存";;
"01CF581B/207/0";"Cancel";"取消";;
"01CF581B/208/0";"Browse";"浏览";;
"01CF581B/209/0";"Download List";"下载列表";;
"01CF581B/210/0";"Finished";"完成";;
"01CF581B/211/0";"Not Started";"未开始";;
"01CF581B/212/0";"Open";"打开";;
"01CF581B/213/0";"File not found. Please check if the file was moved, renamed or deleted. ";"未找到文件。请检查是否该文件已经被移动，重命名或者被移除。";;
"01CF581B/214/0";"Clear All";"全部清除";;
"01CF581B/215/0";"OK";"确定";;
"01CF581B/218/0";"The ""Foxit Account Management"" plugin is required to use this feature. Ensure it is installed and enabled, then try again.";"在“福昕账户管理”插件中才能使用此功能。请确保您已安装并启用此插件，然后重试。";;
"01CF581B/225/0";"You have unfinished downloading task, continue or not?";"您的下载任务未完成，是否要继续？";;
"01CF581B/226/0";"The ConnectedPDF server did not respond. Try again soon or contact Foxit support.";"互联PDF服务器未响应。请稍后重试或者联系福昕客服人员。";;
"01CF581B/227/0";"Cannot download the new version. Check your network and try again.";"无法下载最新版本。请检查您的网络连接后重试。";;
"01CF581B/228/0";"Cannot be saved in this folder. Please choose another one and try again.";"无法在该文件夹中保存。请选择其它文件夹后重试。";;
"01CF581B/229/0";" already exists. Do you want to replace it?";"已经存在。您是否想要替换它？";;
"01CF581B/230/0";"The document could not be saved.\nThe file may be read-only, or opened by annother user. Please save the document with a different name or in a different folder.";"该文档无法被保存。\n该文件可能是只读的，或者已被其他用户打开。请使用其它不同的名称保存文档或者将其存储至不同的文件夹中。";;
"01CF581B/219/0";"Download File";"下载文件";;
"01CF581B/192/0";"File Name:";"文件名：";;
"01CF581B/193/0";"Folder:";"文件夹：";;
"01CF581B/191/0";"Browse";"浏览";;
"01CF581B/188/0";"Open";"打开";;
"01CF581B/189/0";"Save";"保存";;
"01CF581B/190/0";"Cancel";"取消";;
"01CF581B/221/0";"Download List";"下载列表";;
"01CF581B/196/0";"OK";"确定";;
"01CF581B/197/0";"Clear All";"全部清除";;
"01CF581B/234/0";"Static";"Static";;
"01CF581B/200/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01CF581B/94/0";"OK";"确定";;
"01CF581B/95/0";"Cancel";"取消";;
"01CF581B/97/0";"Static";"Static";;
"01CF581B/98/0";"Static";"Static";;
"01CF581B/99/0";"Tab";"标签页";;
"01CF581B/100/0";"Browser";"浏览器";;
"01CF581B/101/0";"Remember and don't show again";"记住选择且不再提醒";;
"01CF581B/102/0";"Document Position";"文档位置";;
"01CF581B/118/0";"Publish Update Notification";"发布更新通知";;
"01CF581B/157/0";"Use ConnectedPDF Format";"使用互联PDF格式";;
"01CF581B/127/0";"Automatically save PDF files in ConnectedPDF format (including those created from plugins) only when signed in ";"登录状态下自动将PDF文件保存为互联PDF格式（包括从插件中创建生成的文件） ";;
"01CF581B/159/0";"Automatically convert Office files to ConnectedPDF when converting to PDF via Office add-in";"当通过Office插件转换PDF时，自动的将其转换为互联PDF";;
"01CF581B/158/0";"How to show web pages";"如何显示网页";;
"01CF581B/129/0";"Open web page within Foxit PDF Editor (Please upgrade to IE10 or higher version)";"在福昕高级PDF编辑器中打开网页（请升级到IE10或者更高版本）";;
"01CF581B/130/0";"Open web page in your default browser";"在默认的浏览器中打开网页";;
"01CF581B/223/0";"Default Permissions";"默认权限";;
"01CF581B/224/0";"Allow users to perform these functions with cPDF documents I create:";"允许用户在我创建的互联PDF文档中执行这些功能：";;
"01CF581B/180/0";"Register New Version";"注册新版本";;
"01CF581B/181/0";"Start Connected Review";"启动互联审阅";;
"01CF581B/182/0";"Open Message";"打开消息";;
"01CF581B/239/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01CF581B/241/0";"Clone";"克隆";;
"01CF581B/242/0";"Cancel";"取消";;
"01CF581B/243/0";"You cannot initiate a review of the current document because it has no owner. You can click clone to create a new cPDF document, then initiate a review. ";"由于当前文档没有所有者，您无法发起对当前文档的审阅。您可以点击克隆以创建一个新的cPDF文档，然后发起审阅。 ";;
"01CF581B/145/0";"Foxit Software Inc.";"福建福昕软件开发股份有限公司";;
"01CF581B/146/0";"Foxit ConnectedPDF Windows Service Plug-in.";"福昕互联PDF窗口服务插件";;
"01CF581B/147/0";"12.1.2.0";"12.1.2.0";;
"01CF581B/148/0";"ConnectedPDFService.dll";"ConnectedPDFService.dll";;
"01CF581B/149/0";"Copyright ? 2016-2024 Foxit Software Inc. All Rights Reserved.";"2016-2024 福昕软件 版权所有。";;
"01CF581B/150/0";"ConnectedPDFService.dll";"ConnectedPDFService.dll";;
"01CF581B/151/0";"Foxit ConnectedPDF Window Service Plug-in.";"福昕互联PDFWindows服务插件";;
"01CF581B/152/0";"12.1.2.0";"12.1.2.0";;
"01E2667A/236/0";"resource.h";"resource.h";;
"01E2667A/237/0";"afxres.h";"afxres.h";;
"01E2667A/238/0";"verrsrc.h";"verrsrc.h";;
"01E2667A/5/0";"Dialog";"对话框";;
"01E2667A/7/0";"OK";"确定";;
"01E2667A/8/0";"Cancel";"取消";;
"01E2667A/10/0";"Enter Password:";"输入密码：";;
"01E2667A/11/0";"Dialog";"对话框";;
"01E2667A/13/0";"<Browser location>";"<浏览器位置>";;
"01E2667A/16/0";"Commenting";"注释";;
"01E2667A/17/0";"Printing";"打印";;
"01E2667A/19/0";"Filling of Form Fields";"填写表单";;
"01E2667A/20/0";"Document Assembly";"文档组合";;
"01E2667A/21/0";"Changing the Document";"修改文档";;
"01E2667A/22/0";"Content Copying";"内容复制";;
"01E2667A/23/0";"View document";"查看文档";;
"01E2667A/24/0";"Content Copying for Accessibility";"复制内容用于辅助工具";;
"01E2667A/25/0";"Not allowed";"不允许";;
"01E2667A/26/0";"Not allowed";"不允许";;
"01E2667A/28/0";"Not allowed";"不允许";;
"01E2667A/29/0";"Not allowed";"不允许";;
"01E2667A/30/0";"Not allowed";"不允许";;
"01E2667A/31/0";"Not allowed";"不允许";;
"01E2667A/32/0";"Not allowed";"不允许";;
"01E2667A/33/0";"Not allowed";"不允许";;
"01E2667A/34/0";"PDF Rights";"PDF权限";;
"01E2667A/203/0";"Signing";"签名";;
"01E2667A/204/0";"Not allowed";"不允许";;
"01E2667A/64/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01E2667A/66/0";"OK";"确定";;
"01E2667A/67/0";"Cancel";"取消";;
"01E2667A/68/0";"The author (%s) of this document has restricted access to it. Enabling data tracking is required to request access to the document. Enabling tracking will allow the document owner to see when you read or edit this document.";"文档作者 (%s)已经限制了对它的访问。启动数据追踪需要请求对该文档的访问。启动追踪后当您阅读或者编辑该文档时，将允许文档所有者查看到。";;
"01E2667A/69/0";"Enable tracking for all documents";"为所有文档启动追踪";;
"01E2667A/70/0";"Enable tracking for this time only";"仅这次启动追踪";;
"01E2667A/71/0";"Don't enable tracking (You will not be able to view this document)";"不启用追踪（您将无法查看该文档）";;
"01E2667A/72/0";"If you want to view this document without turning on tracking, please contact the document creator.";"如果您想要查看该文档而不开启追踪，请联系文档创建者。";;
"01E2667A/73/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01E2667A/75/0";"Configure Permissions";"配置权限";;
"01E2667A/76/0";"Close";"关闭";;
"01E2667A/77/0";"Your document has been protected successfully. Currently, other users must request permission before opening the document. You can click on ""Configure Permissions"" to allow users to view the document and take other actions without sending a request.";"您的文档已经成功的受到保护。现在其他用户在打开该文档之前必须请求权限。您可以点击“配置权限”允许用户无需发送请求即可查看该文档或者进行其它操作。";;
"01E2667A/78/0";"Don't show again";"不再显示";;
"01E2667A/79/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01E2667A/81/0";"OK";"确定";;
"01E2667A/82/0";"Cancel";"取消";;
"01E2667A/83/0";"Removing protection of this file will make it unprotected for everyone who has this file. If you want to remove protection only for yourself, you can clone this document to make an unprotected copy.";"移除该文件的保护策略将使得所有该文件的拥有者所有的文件都成为未保护状态。如果您只是想为您自己移除保护策略，您可以执行克隆操作使其成为一个未受保护的副本。";;
"01E2667A/84/0";"Clone Document";"克隆文档";;
"01E2667A/85/0";"Remove Protection";"移除保护";;
"01E2667A/181/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01E2667A/183/0";"Retry";"重试";;
"01E2667A/184/0";"Close Document";"关闭文档";;
"01E2667A/185/0";"You are required to be online while viewing protected documents. Please ensure that you have an active internet connection, then click Retry to continue.\r\nIf you would like to save an offline copy of this document, please contact the document owner.";"当查看受保护文档时您需要保持在线。请确保您的网络连接处于活动状态，然后点击重试继续。\r\n如果您想保存该文档的离线副本，请联系文档所有者。";;
"01E2667A/197/0";"Dialog";"对话框";;
"01E2667A/199/0";"OK";"确定";;
"01E2667A/200/0";"Request sent to the document owner. You can check the status of this request, or send a reminder from message center.";"请求已发送给文档所有者。您可以检查该请求的状态，或从消息中心发送一条提醒。";;
"01E2667A/201/0";"Message Center";"消息中心";;
"01E2667A/207/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01E2667A/210/0";"Anonymous collection of users to view document information";"匿名收集用户查看文档信息";;
"01E2667A/211/0";"Non-anonymous collection of users to view document information";"非匿名收集用户查看文档信息";;
"01E2667A/212/0";"OK";"确定";;
"01E2667A/213/0";"Cancel";"取消";;
"01E2667A/239/0";"Foxit PDF Editor";"福昕高级PDF编辑器";;
"01E2667A/242/0";"I agree the privacy and service terms";"我同意服务策略和隐私条款";;
"01E2667A/249/0";"Agree";"同意";;
"01E2667A/250/0";"Cancel";"取消";;
"01E2667A/224/0";"Foxit PDF Editor";"Foxit PDF Editor";;
"01E2667A/216/0";"OK";"确定";;
"01E2667A/217/0";"Don't view now";"不再查看";;
"01E2667A/218/0";"The owner of this document wants to know when you read or edit this document.";"文档所有者想要知道您阅读或者编辑文档的操作。";;
"01E2667A/86/0";"To encrypt this document with Foxit ConnectedPDF DRM, please save it first.";"如想要使用福昕互联PDF DRM加密该文档，请先进行保存。";;
"01E2667A/87/0";"ConnectedPDF Protection";"互联PDF保护";;
